model,event_trading_date,n,mae,rmse,mean_y_true,mean_y_pred
GNN Correlation Only,2025-12-22,82,0.735473902181789,0.8267161571427826,-0.2593194145436694,0.24321224467073174
GNN Correlation Only,2025-12-23,64,0.6485239127746342,0.7899514118865454,-0.23235947964712977,-0.003463590093750007
GNN Correlation Only,2025-12-24,64,0.6773054352308921,0.7947678771605107,-0.2970215806271881,-0.016235291160937512
Hybrid MLP-GAT,2025-07-21,48,0.4438613790668111,0.5341427800150459,0.046077619617184006,0.14153741314583335
Hybrid MLP-GAT,2025-07-22,30,0.8987547794280354,0.9892268152022455,0.9995107176713646,0.1943272995666666
Hybrid MLP-GAT,2025-07-23,30,0.8969309122512432,1.010134459074305,0.9202205285429954,0.056872484749999994
Hybrid MLP-GAT,2025-07-24,31,0.9414885000402243,1.0366328440436356,0.9343916881949671,0.12323308758064518
Hybrid MLP-GAT,2025-07-25,45,0.8426905643390756,0.9458136163603413,0.7596078343999882,0.15175266222222225
Hybrid MLP-GAT,2025-07-28,50,0.7713630490708218,0.9010382061554209,0.9369582717120647,0.23662556684
Hybrid MLP-GAT,2025-07-29,60,0.6539882395306525,0.8159184056985449,0.45427825953811407,0.12484444040166665
Hybrid MLP-GAT,2025-07-30,83,0.5796873874360515,0.7180499369443003,0.10702851389994822,0.32044111481927706
Hybrid MLP-GAT,2025-07-31,76,0.5782448824727919,0.7023071974314912,0.08838029628570535,0.16956280945657895
Hybrid MLP-GAT,2025-08-01,37,0.6032393375872596,0.7035014279257962,-0.0745088876904668,-0.043746137
Hybrid MLP-GAT,2025-08-04,38,0.6658214291825653,0.7544552349031804,-0.10145948068575787,-0.06252219163157895
Hybrid MLP-GAT,2025-08-05,36,0.6410499112933499,0.7972491917895961,-0.37487867526296115,0.057468405679611104
Hybrid MLP-GAT,2025-08-06,26,0.6492440806537814,0.7679924532833958,-0.14083578982032263,0.16657337896153848
Hybrid MLP-GAT,2025-08-07,36,0.5869614491842259,0.699846631971358,-0.23988299361533588,-0.14220244136944443
Hybrid MLP-GAT,2025-08-08,26,0.5332069020422401,0.6412280475004604,-0.23521079500922218,-0.21352755090769232
Hybrid MLP-GAT,2025-08-11,34,0.5840204446940006,0.6938929610115758,-0.23858163461965673,-0.2027887149117647
Hybrid MLP-GAT,2025-08-12,40,0.5811348234175623,0.6935216219731493,-0.021510404278524225,-0.011615223150999995
Hybrid MLP-GAT,2025-08-13,40,0.4962817154701698,0.6126529385998021,-0.02204249510541558,-0.027835008875
Hybrid MLP-GAT,2025-08-14,47,0.632419281486074,0.731221202089197,-0.03528345249434735,0.0016511565744680842
